id,status_group
320,functional
44190,non functional
44812,functional
19675,non functional
24619,functional needs repair
51059,functional
4253,non functional
64624,functional
3451,functional
28982,functional
11328,functional
41177,non functional
15005,non functional
42649,non functional
33997,non functional
9917,functional
55120,functional
59177,non functional
17066,functional
8462,non functional
28474,non functional
19611,functional
53689,non functional
69613,functional needs repair
40335,non functional
21223,non functional
48646,non functional
58015,functional
56587,non functional
47054,functional needs repair
66850,functional
19266,functional
41509,functional
50766,non functional
14113,non functional
42577,functional
60521,non functional
31241,functional
31095,functional
42850,non functional
37852,functional
62257,functional
9974,functional
55266,functional
58758,functional
28508,functional needs repair
4268,functional
29508,functional
51429,functional
58930,non functional
21969,non functional
37997,functional
71748,non functional
3149,functional
74152,functional
60368,functional
16858,functional
37670,functional
35354,functional
7892,non functional
47875,functional
6277,functional
1223,functional
17318,functional
9651,functional needs repair
889,functional
4613,functional needs repair
32108,functional
17178,non functional
72309,non functional
36341,non functional
7495,functional
61011,functional
31353,functional
12647,functional needs repair
50067,functional
54404,functional
45856,functional
56731,non functional
11704,non functional
38790,functional
36015,non functional
2720,functional needs repair
40229,functional
43850,non functional
36182,non functional
37563,non functional
39146,functional
28766,functional
67633,non functional
24922,non functional
51987,functional
52414,functional
21708,non functional
48070,functional
69586,non functional
16882,non functional
23894,functional
18759,non functional
62851,non functional
50087,functional
42665,functional needs repair
11705,non functional
24892,functional needs repair
26397,functional
15550,non functional
37931,non functional
52844,functional
8024,functional needs repair
40987,non functional
48760,functional
23575,functional
10117,functional needs repair
10647,functional
42722,non functional
45067,non functional
60680,non functional
54669,non functional
7919,non functional
58595,functional needs repair
2381,functional needs repair
39457,functional
6055,functional
59141,functional
13698,functional
63930,non functional
11930,non functional
57875,functional
66958,functional needs repair
47427,functional
42025,functional
13019,non functional
10295,functional
1468,functional
64449,non functional
35590,functional needs repair
66187,functional
67742,non functional
16104,functional
73801,functional
63163,non functional
60345,functional
39099,functional
405,non functional
58984,functional
22877,functional needs repair
13783,non functional
15148,functional needs repair
67707,non functional
570,non functional
21674,functional
49827,functional needs repair
65611,functional needs repair
48052,functional
59547,non functional
39793,functional
27686,non functional
53927,functional
54485,functional
11922,functional
34851,functional needs repair
14646,functional
38991,non functional
20155,functional
50328,functional
72786,non functional
61652,functional
10296,non functional
9126,non functional
47495,non functional
46307,non functional
69138,non functional
74198,non functional
2225,functional needs repair
29754,non functional
59626,functional
38715,functional
33644,functional
42537,functional
6102,non functional
22099,functional
73285,non functional
30675,functional
45645,functional
10133,functional needs repair
31392,non functional
53757,functional needs repair
69091,functional needs repair
34819,non functional
30233,non functional
8541,non functional
20185,non functional
15100,non functional
22154,functional needs repair
65590,functional
21544,functional
33226,functional
37935,functional
4179,functional
12087,non functional
15163,functional
37300,functional
45039,non functional
46519,non functional
8850,non functional
7211,functional
72111,non functional
20652,functional
37761,non functional
13869,functional
20960,functional
51314,functional needs repair
